puntos,comision,produccion
23561,0.23,5218010.0
23562,0.23,5218010.0
23563,0.23,5218010.0
23564,0.23,5218010.0
23565,0.23,5218010.0
23566,0.23,5218010.0
23567,0.23,5218010.0
23568,0.23,5218010.0
23569,0.23,5218010.0
23570,0.23,5218010.0
23571,0.23,5218010.0
23572,0.23,5218010.0
23573,0.23,5218010.0
23574,0.23,5218010.0
23575,0.23,5218010.0
23576,0.23,5218010.0
23577,0.23,5218010.0
23578,0.23,5218010.0
23579,0.23,5218010.0
23580,0.23,5218010.0
23581,0.23,5218010.0
23582,0.23,5218010.0
23583,0.23,5218010.0
23584,0.23,5218010.0
23585,0.23,5218010.0
23586,0.23,5218010.0
23587,0.23,5218010.0
23588,0.23,5218010.0
23589,0.23,5218010.0
23590,0.23,5218010.0
23591,0.23,5218010.0
23592,0.23,5218010.0
23593,0.23,5218010.0
23594,0.23,5218010.0
23595,0.23,5218010.0
23596,0.23,5218010.0
23597,0.23,5218010.0
23598,0.23,5218010.0
23599,0.23,5218010.0
23600,0.23,5218010.0
23601,0.23,5218010.0
23602,0.23,5218010.0
23603,0.23,5218010.0
23604,0.23,5218010.0
23605,0.23,5218010.0
23606,0.23,5218010.0
23607,0.23,5218010.0
23608,0.23,5218010.0
23609,0.23,5218010.0
23610,0.23,5218010.0
23611,0.23,5218010.0
23612,0.23,5218010.0
23613,0.23,5218010.0
23614,0.23,5218010.0
23615,0.23,5218010.0
23616,0.23,5218010.0
23617,0.23,5218010.0
23618,0.23,5218010.0
23619,0.23,5218010.0
23620,0.23,5218010.0
23621,0.23,5218010.0
23622,0.23,5218010.0
23623,0.23,5218010.0
23624,0.23,5218010.0
23625,0.23,5218010.0
23626,0.23,5218010.0
23627,0.23,5218010.0
23628,0.23,5218010.0
23629,0.23,5218010.0
23630,0.23,5218010.0
23631,0.23,5218010.0
23632,0.23,5218010.0
23633,0.23,5218010.0
23634,0.23,5218010.0
23635,0.23,5218010.0
23636,0.23,5218010.0
23637,0.23,5218010.0
23638,0.23,5218010.0
23639,0.23,5218010.0
23640,0.23,5218010.0
23641,0.23,5218010.0
23642,0.23,5218010.0
23643,0.23,5218010.0
23644,0.23,5218010.0
23645,0.23,5218010.0
23646,0.23,5218010.0
23647,0.23,5218010.0
23648,0.23,5218010.0
23649,0.23,5218010.0
23650,0.23,5218010.0
23651,0.23,5218010.0
23652,0.23,5218010.0
23653,0.23,5218010.0
23654,0.23,5218010.0
23655,0.23,5218010.0
23656,0.23,5218010.0
23657,0.23,5218010.0
23658,0.23,5218010.0
23659,0.23,5218010.0
23660,0.23,5218010.0
23661,0.23,5218010.0
23662,0.23,5218010.0
23663,0.23,5218010.0
23664,0.23,5218010.0
23665,0.23,5218010.0
23666,0.23,5218010.0
23667,0.23,5218010.0
23668,0.23,5218010.0
23669,0.23,5218010.0
23670,0.23,5218010.0
23671,0.23,5218010.0
23672,0.23,5218010.0
23673,0.23,5218010.0
23674,0.23,5218010.0
23675,0.23,5218010.0
23676,0.23,5218010.0
23677,0.23,5218010.0
23678,0.23,5218010.0
23679,0.23,5218010.0
23680,0.23,5218010.0
23681,0.23,5218010.0
23682,0.23,5218010.0
23683,0.23,5218010.0
23684,0.23,5218010.0
23685,0.23,5218010.0
23686,0.23,5218010.0
23687,0.23,5218010.0
23688,0.23,5218010.0
23689,0.23,5218010.0
23690,0.23,5218010.0
23691,0.23,5218010.0
23692,0.23,5218010.0
23693,0.23,5218010.0
23694,0.23,5218010.0
23695,0.23,5218010.0
23696,0.23,5218010.0
23697,0.23,5218010.0
23698,0.23,5218010.0
23699,0.23,5218010.0
23700,0.23,5218010.0
23701,0.23,5218010.0
23702,0.23,5218010.0
23703,0.23,5218010.0
23704,0.23,5218010.0
23705,0.23,5218010.0
23706,0.23,5218010.0
23707,0.23,5218010.0
23708,0.23,5218010.0
23709,0.23,5218010.0
23710,0.23,5218010.0
23711,0.23,5218010.0
23712,0.23,5218010.0
23713,0.23,5218010.0
23714,0.23,5218010.0
23715,0.23,5218010.0
23716,0.23,5218010.0
23717,0.23,5218010.0
23718,0.23,5218010.0
23719,0.23,5218010.0
23720,0.23,5218010.0
23721,0.23,5218010.0
23722,0.23,5218010.0
23723,0.23,5218010.0
23724,0.23,5218010.0
23725,0.23,5218010.0
23726,0.23,5218010.0
23727,0.23,5218010.0
23728,0.23,5218010.0
23729,0.23,5218010.0
23730,0.23,5218010.0
23731,0.23,5218010.0
23732,0.23,5218010.0
23733,0.23,5218010.0
23734,0.23,5218010.0
23735,0.23,5218010.0
23736,0.23,5218010.0
23737,0.23,5218010.0
23738,0.23,5218010.0
23739,0.23,5218010.0
23740,0.23,5218010.0
23741,0.23,5218010.0
23742,0.23,5218010.0
23743,0.23,5218010.0
23744,0.23,5218010.0
23745,0.23,5218010.0
23746,0.23,5218010.0
23747,0.23,5218010.0
23748,0.23,5218010.0
23749,0.23,5218010.0
23750,0.23,5218010.0
23751,0.23,5218010.0
23752,0.23,5218010.0
23753,0.23,5218010.0
23754,0.23,5218010.0
23755,0.23,5218010.0
23756,0.23,5218010.0
23757,0.23,5218010.0
23758,0.23,5218010.0
23759,0.23,5218010.0
23760,0.23,5218010.0
23761,0.23,5218010.0
23762,0.23,5218010.0
23763,0.23,5218010.0
23764,0.23,5218010.0
23765,0.23,5218010.0
23766,0.23,5218010.0
23767,0.23,5218010.0
23768,0.23,5218010.0
23769,0.23,5218010.0
23770,0.23,5218010.0
23771,0.23,5218010.0
23772,0.23,5218010.0
23773,0.23,5218010.0
23774,0.23,5218010.0
23775,0.23,5218010.0
23776,0.23,5218010.0
23777,0.23,5218010.0
23778,0.23,5218010.0
23779,0.23,5218010.0
23780,0.23,5218010.0
23781,0.23,5218010.0
23782,0.23,5218010.0
23783,0.23,5218010.0
23784,0.23,5218010.0
23785,0.23,5218010.0
23786,0.23,5218010.0
23787,0.23,5218010.0
23788,0.23,5218010.0
23789,0.23,5218010.0
23790,0.23,5218010.0
23791,0.23,5218010.0
23792,0.23,5218010.0
23793,0.23,5218010.0
23794,0.23,5218010.0
23795,0.23,5218010.0
23796,0.23,5218010.0
23797,0.23,5218010.0
23798,0.23,5218010.0
23799,0.23,5218010.0
23800,0.23,5218010.0
23801,0.23,5218010.0
23802,0.23,5218010.0
23803,0.23,5218010.0
23804,0.23,5218010.0
23805,0.23,5218010.0
23806,0.23,5218010.0
23807,0.23,5218010.0
23808,0.23,5218010.0
23809,0.23,5218010.0
23810,0.23,5218010.0
23811,0.23,5218010.0
23812,0.23,5218010.0
23813,0.23,5218010.0
23814,0.23,5218010.0
23815,0.23,5218010.0
23816,0.23,5218010.0
23817,0.23,5218010.0
23818,0.23,5218010.0
23819,0.23,5218010.0
23820,0.23,5218010.0
23821,0.23,5218010.0
23822,0.23,5218010.0
23823,0.23,5218010.0
23824,0.23,5218010.0
23825,0.23,5218010.0
23826,0.23,5218010.0
23827,0.23,5218010.0
23828,0.23,5218010.0
23829,0.23,5218010.0
23830,0.23,5218010.0
23831,0.23,5218010.0
23832,0.23,5218010.0
23833,0.23,5218010.0
23834,0.23,5218010.0
23835,0.23,5218010.0
23836,0.23,5218010.0
23837,0.23,5218010.0
23838,0.23,5218010.0
23839,0.23,5218010.0
23840,0.23,5218010.0
23841,0.23,5218010.0
23842,0.23,5218010.0
23843,0.23,5218010.0
23844,0.23,5218010.0
23845,0.23,5218010.0
23846,0.23,5218010.0
23847,0.23,5218010.0
23848,0.23,5218010.0
23849,0.23,5218010.0
23850,0.23,5218010.0
23851,0.23,5218010.0
23852,0.23,5218010.0
23853,0.23,5218010.0
23854,0.23,5218010.0
23855,0.23,5218010.0
23856,0.23,5218010.0
23857,0.23,5218010.0
23858,0.23,5218010.0
23859,0.23,5218010.0
23860,0.23,5218010.0
23861,0.23,5218010.0
23862,0.23,5218010.0
23863,0.23,5218010.0
23864,0.23,5218010.0
23865,0.23,5218010.0
23866,0.23,5218010.0
23867,0.23,5218010.0
23868,0.23,5218010.0
23869,0.23,5218010.0
23870,0.23,5218010.0
23871,0.23,5218010.0
23872,0.23,5218010.0
23873,0.23,5218010.0
23874,0.23,5218010.0
23875,0.23,5218010.0
23876,0.23,5218010.0
23877,0.23,5218010.0
23878,0.23,5218010.0
23879,0.23,5218010.0
23880,0.23,5218010.0
23881,0.23,5218010.0
23882,0.23,5218010.0
23883,0.23,5218010.0
23884,0.23,5218010.0
23885,0.23,5218010.0
23886,0.23,5218010.0
23887,0.23,5218010.0
23888,0.23,5218010.0
23889,0.23,5218010.0
23890,0.23,5218010.0
23891,0.23,5218010.0
23892,0.23,5218010.0
23893,0.23,5218010.0
23894,0.23,5218010.0
23895,0.23,5218010.0
23896,0.23,5218010.0
23897,0.23,5218010.0
23898,0.23,5218010.0
23899,0.23,5218010.0
23900,0.23,5218010.0
23901,0.23,5218010.0
23902,0.23,5218010.0
23903,0.23,5218010.0
23904,0.23,5218010.0
23905,0.23,5218010.0
23906,0.23,5218010.0
23907,0.23,5218010.0
23908,0.23,5218010.0
23909,0.23,5218010.0
23910,0.23,5218010.0
23911,0.23,5218010.0
23912,0.23,5218010.0
23913,0.23,5218010.0
23914,0.23,5218010.0
23915,0.23,5218010.0
23916,0.23,5218010.0
23917,0.23,5218010.0
23918,0.23,5218010.0
23919,0.23,5218010.0
23920,0.23,5218010.0
23921,0.23,5218010.0
23922,0.23,5218010.0
23923,0.23,5218010.0
23924,0.23,5218010.0
23925,0.23,5218010.0
23926,0.23,5218010.0
23927,0.23,5218010.0
23928,0.23,5218010.0
23929,0.23,5218010.0
23930,0.23,5218010.0
23931,0.23,5218010.0
23932,0.23,5218010.0
23933,0.23,5218010.0
23934,0.23,5218010.0
23935,0.23,5218010.0
23936,0.23,5218010.0
23937,0.23,5218010.0
23938,0.23,5218010.0
23939,0.23,5218010.0
23940,0.23,5218010.0
23941,0.23,5218010.0
23942,0.23,5218010.0
23943,0.23,5218010.0
23944,0.23,5218010.0
23945,0.23,5218010.0
23946,0.23,5218010.0
23947,0.23,5218010.0
23948,0.23,5218010.0
23949,0.23,5218010.0
23950,0.23,5218010.0
23951,0.23,5218010.0
23952,0.23,5218010.0
23953,0.23,5218010.0
23954,0.23,5218010.0
23955,0.23,5218010.0
23956,0.23,5218010.0
23957,0.23,5218010.0
23958,0.23,5218010.0
23959,0.23,5218010.0
23960,0.23,5218010.0
23961,0.23,5218010.0
23962,0.23,5218010.0
23963,0.23,5218010.0
23964,0.23,5218010.0
23965,0.23,5218010.0
23966,0.23,5218010.0
23967,0.23,5218010.0
23968,0.23,5218010.0
23969,0.23,5218010.0
23970,0.23,5218010.0
23971,0.23,5218010.0
23972,0.23,5218010.0
23973,0.23,5218010.0
23974,0.23,5218010.0
23975,0.23,5218010.0
23976,0.23,5218010.0
23977,0.23,5218010.0
23978,0.23,5218010.0
23979,0.23,5218010.0
23980,0.23,5218010.0
23981,0.23,5218010.0
23982,0.23,5218010.0
23983,0.23,5218010.0
23984,0.23,5218010.0
23985,0.23,5218010.0
23986,0.23,5218010.0
23987,0.23,5218010.0
23988,0.23,5218010.0
23989,0.23,5218010.0
23990,0.23,5218010.0
23991,0.23,5218010.0
23992,0.23,5218010.0
23993,0.23,5218010.0
23994,0.23,5218010.0
23995,0.23,5218010.0
23996,0.23,5218010.0
23997,0.23,5218010.0
23998,0.23,5218010.0
23999,0.23,5218010.0
24000,0.23,5218010.0
24001,0.23,5218010.0
24002,0.23,5218010.0
24003,0.23,5218010.0
24004,0.23,5218010.0
24005,0.23,5218010.0
24006,0.23,5218010.0
24007,0.23,5218010.0
24008,0.23,5218010.0
24009,0.23,5218010.0
24010,0.23,5218010.0
24011,0.23,5218010.0
24012,0.23,5218010.0
24013,0.23,5218010.0
24014,0.23,5218010.0
24015,0.23,5218010.0
24016,0.23,5218010.0
24017,0.23,5218010.0
24018,0.23,5218010.0
24019,0.23,5218010.0
24020,0.23,5218010.0
24021,0.23,5218010.0
24022,0.23,5218010.0
24023,0.23,5218010.0
24024,0.23,5218010.0
24025,0.23,5218010.0
24026,0.23,5218010.0
24027,0.23,5218010.0
24028,0.23,5218010.0
24029,0.23,5218010.0
24030,0.23,5218010.0
24031,0.23,5218010.0
24032,0.23,5218010.0
24033,0.23,5218010.0
24034,0.23,5218010.0
24035,0.23,5218010.0
24036,0.23,5218010.0
24037,0.23,5218010.0
24038,0.23,5218010.0
24039,0.23,5218010.0
24040,0.23,5218010.0
24041,0.23,5218010.0
24042,0.23,5218010.0
24043,0.23,5218010.0
24044,0.23,5218010.0
24045,0.23,5218010.0
24046,0.23,5218010.0
24047,0.23,5218010.0
24048,0.23,5218010.0
24049,0.23,5218010.0
24050,0.23,5218010.0
24051,0.23,5218010.0
24052,0.23,5218010.0
24053,0.23,5218010.0
24054,0.23,5218010.0
24055,0.23,5218010.0
24056,0.23,5218010.0
24057,0.23,5218010.0
24058,0.23,5218010.0
24059,0.23,5218010.0
24060,0.23,5218010.0
24061,0.23,5218010.0
24062,0.23,5218010.0
24063,0.23,5218010.0
24064,0.23,5218010.0
24065,0.23,5218010.0
24066,0.23,5218010.0
24067,0.23,5218010.0
24068,0.23,5218010.0
24069,0.23,5218010.0
24070,0.23,5218010.0
24071,0.23,5218010.0
24072,0.23,5218010.0
24073,0.23,5218010.0
24074,0.23,5218010.0
24075,0.23,5218010.0
24076,0.23,5218010.0
24077,0.23,5218010.0
24078,0.23,5218010.0
24079,0.23,5218010.0
24080,0.23,5218010.0
24081,0.23,5218010.0
24082,0.23,5218010.0
24083,0.23,5218010.0
24084,0.23,5218010.0
24085,0.23,5218010.0
24086,0.23,5218010.0
24087,0.23,5218010.0
24088,0.23,5218010.0
24089,0.23,5218010.0
24090,0.23,5218010.0
24091,0.23,5218010.0
24092,0.23,5218010.0
24093,0.23,5218010.0
24094,0.23,5218010.0
24095,0.23,5218010.0
24096,0.23,5218010.0
24097,0.23,5218010.0
24098,0.23,5218010.0
24099,0.23,5218010.0
24100,0.23,5218010.0
24101,0.23,5218010.0
24102,0.23,5218010.0
24103,0.23,5218010.0
24104,0.23,5218010.0
24105,0.23,5218010.0
24106,0.23,5218010.0
24107,0.23,5218010.0
24108,0.23,5218010.0
24109,0.23,5218010.0
24110,0.23,5218010.0
24111,0.23,5218010.0
24112,0.23,5218010.0
24113,0.23,5218010.0
24114,0.23,5218010.0
24115,0.23,5218010.0
24116,0.23,5218010.0
24117,0.23,5218010.0
24118,0.23,5218010.0
24119,0.23,5218010.0
24120,0.23,5218010.0
24121,0.23,5218010.0
24122,0.23,5218010.0
24123,0.23,5218010.0
24124,0.23,5218010.0
24125,0.23,5218010.0
24126,0.23,5218010.0
24127,0.23,5218010.0
24128,0.23,5218010.0
24129,0.23,5218010.0
24130,0.23,5218010.0
24131,0.23,5218010.0
24132,0.23,5218010.0
24133,0.23,5218010.0
24134,0.23,5218010.0
24135,0.23,5218010.0
24136,0.23,5218010.0
24137,0.23,5218010.0
24138,0.23,5218010.0
24139,0.23,5218010.0
24140,0.23,5218010.0
24141,0.23,5218010.0
24142,0.23,5218010.0
24143,0.23,5218010.0
24144,0.23,5218010.0
24145,0.23,5218010.0
24146,0.23,5218010.0
24147,0.23,5218010.0
24148,0.23,5218010.0
24149,0.23,5218010.0
24150,0.23,5218010.0
24151,0.23,5218010.0
24152,0.23,5218010.0
24153,0.23,5218010.0
24154,0.23,5218010.0
24155,0.23,5218010.0
24156,0.23,5218010.0
24157,0.23,5218010.0
24158,0.23,5218010.0
24159,0.23,5218010.0
24160,0.23,5218010.0
24161,0.23,5218010.0
24162,0.23,5218010.0
24163,0.23,5218010.0
24164,0.23,5218010.0
24165,0.23,5218010.0
24166,0.23,5218010.0
24167,0.23,5218010.0
24168,0.23,5218010.0
24169,0.23,5218010.0
24170,0.23,5218010.0
24171,0.23,5218010.0
24172,0.23,5218010.0
24173,0.23,5218010.0
24174,0.23,5218010.0
24175,0.23,5218010.0
24176,0.23,5218010.0
24177,0.23,5218010.0
24178,0.23,5218010.0
24179,0.23,5218010.0
24180,0.23,5218010.0
24181,0.23,5218010.0
24182,0.23,5218010.0
24183,0.23,5218010.0
24184,0.23,5218010.0
24185,0.23,5218010.0
24186,0.23,5218010.0
24187,0.23,5218010.0
24188,0.23,5218010.0
24189,0.23,5218010.0
24190,0.23,5218010.0
24191,0.23,5218010.0
24192,0.23,5218010.0
24193,0.23,5218010.0
24194,0.23,5218010.0
24195,0.23,5218010.0
24196,0.23,5218010.0
24197,0.23,5218010.0
24198,0.23,5218010.0
24199,0.23,5218010.0
24200,0.23,5218010.0
24201,0.23,5218010.0
24202,0.23,5218010.0
24203,0.23,5218010.0
24204,0.23,5218010.0
24205,0.23,5218010.0
24206,0.23,5218010.0
24207,0.23,5218010.0
24208,0.23,5218010.0
24209,0.23,5218010.0
24210,0.23,5218010.0
24211,0.23,5218010.0
24212,0.23,5218010.0
24213,0.23,5218010.0
24214,0.23,5218010.0
24215,0.23,5218010.0
24216,0.23,5218010.0
24217,0.23,5218010.0
24218,0.23,5218010.0
24219,0.23,5218010.0
24220,0.23,5218010.0
24221,0.23,5218010.0
24222,0.23,5218010.0
24223,0.23,5218010.0
24224,0.23,5218010.0
24225,0.23,5218010.0
24226,0.23,5218010.0
24227,0.23,5218010.0
24228,0.23,5218010.0
24229,0.23,5218010.0
24230,0.23,5218010.0
24231,0.23,5218010.0
24232,0.23,5218010.0
24233,0.23,5218010.0
24234,0.23,5218010.0
24235,0.23,5218010.0
24236,0.23,5218010.0
24237,0.23,5218010.0
24238,0.23,5218010.0
24239,0.23,5218010.0
24240,0.23,5218010.0
24241,0.23,5218010.0
24242,0.23,5218010.0
24243,0.23,5218010.0
24244,0.23,5218010.0
24245,0.23,5218010.0
24246,0.23,5218010.0
24247,0.23,5218010.0
24248,0.23,5218010.0
24249,0.23,5218010.0
24250,0.23,5218010.0
24251,0.23,5218010.0
24252,0.23,5218010.0
24253,0.23,5218010.0
24254,0.23,5218010.0
24255,0.23,5218010.0
24256,0.23,5218010.0
24257,0.23,5218010.0
24258,0.23,5218010.0
24259,0.23,5218010.0
24260,0.23,5218010.0
24261,0.23,5218010.0
24262,0.23,5218010.0
24263,0.23,5218010.0
24264,0.23,5218010.0
24265,0.23,5218010.0
24266,0.23,5218010.0
24267,0.23,5218010.0
24268,0.23,5218010.0
24269,0.23,5218010.0
24270,0.23,5218010.0
24271,0.23,5218010.0
24272,0.23,5218010.0
24273,0.23,5218010.0
24274,0.23,5218010.0
24275,0.23,5218010.0
24276,0.23,5218010.0
24277,0.23,5218010.0
24278,0.23,5218010.0
24279,0.23,5218010.0
24280,0.23,5218010.0
24281,0.23,5218010.0
24282,0.23,5218010.0
24283,0.23,5218010.0
24284,0.23,5218010.0
24285,0.23,5218010.0
24286,0.23,5218010.0
24287,0.23,5218010.0
24288,0.23,5218010.0
24289,0.23,5218010.0
24290,0.23,5218010.0
24291,0.23,5218010.0
24292,0.23,5218010.0
24293,0.23,5218010.0
24294,0.23,5218010.0
24295,0.23,5218010.0
24296,0.23,5218010.0
24297,0.23,5218010.0
24298,0.23,5218010.0
24299,0.23,5218010.0
24300,0.23,5218010.0
24301,0.23,5218010.0
24302,0.23,5218010.0
24303,0.23,5218010.0
24304,0.23,5218010.0
24305,0.23,5218010.0
24306,0.23,5218010.0
24307,0.23,5218010.0
24308,0.23,5218010.0
24309,0.23,5218010.0
24310,0.23,5218010.0
24311,0.23,5218010.0
24312,0.23,5218010.0
24313,0.23,5218010.0
24314,0.23,5218010.0
24315,0.23,5218010.0
24316,0.23,5218010.0
24317,0.23,5218010.0
24318,0.23,5218010.0
24319,0.23,5218010.0
24320,0.23,5218010.0
24321,0.23,5218010.0
24322,0.23,5218010.0
24323,0.23,5218010.0
24324,0.23,5218010.0
24325,0.23,5218010.0
24326,0.23,5218010.0
24327,0.23,5218010.0
24328,0.23,5218010.0
24329,0.23,5218010.0
24330,0.23,5218010.0
24331,0.23,5218010.0
24332,0.23,5218010.0
24333,0.23,5218010.0
24334,0.23,5218010.0
24335,0.23,5218010.0
24336,0.23,5218010.0
24337,0.23,5218010.0
24338,0.23,5218010.0
24339,0.23,5218010.0
24340,0.23,5218010.0
24341,0.23,5218010.0
24342,0.23,5218010.0
24343,0.23,5218010.0
24344,0.23,5218010.0
24345,0.23,5218010.0
24346,0.23,5218010.0
24347,0.23,5218010.0
24348,0.23,5218010.0
24349,0.23,5218010.0
24350,0.23,5218010.0
24351,0.23,5218010.0
24352,0.23,5218010.0
24353,0.23,5218010.0
24354,0.23,5218010.0
24355,0.23,5218010.0
24356,0.23,5218010.0
24357,0.23,5218010.0
24358,0.23,5218010.0
24359,0.23,5218010.0
24360,0.23,5218010.0
24361,0.23,5218010.0
24362,0.23,5218010.0
24363,0.23,5218010.0
24364,0.23,5218010.0
24365,0.23,5218010.0
24366,0.23,5218010.0
24367,0.23,5218010.0
24368,0.23,5218010.0
24369,0.23,5218010.0
24370,0.23,5218010.0
24371,0.23,5218010.0
24372,0.23,5218010.0
24373,0.23,5218010.0
24374,0.23,5218010.0
24375,0.23,5218010.0
24376,0.23,5218010.0
24377,0.23,5218010.0
24378,0.23,5218010.0
24379,0.23,5218010.0
24380,0.23,5218010.0
24381,0.23,5218010.0
24382,0.23,5218010.0
24383,0.23,5218010.0
24384,0.23,5218010.0
24385,0.23,5218010.0
24386,0.23,5218010.0
24387,0.23,5218010.0
24388,0.23,5218010.0
24389,0.23,5218010.0
24390,0.23,5218010.0
24391,0.23,5218010.0
24392,0.23,5218010.0
24393,0.23,5218010.0
24394,0.23,5218010.0
24395,0.23,5218010.0
24396,0.23,5218010.0
24397,0.23,5218010.0
24398,0.23,5218010.0
24399,0.23,5218010.0
24400,0.23,5218010.0
24401,0.23,5218010.0
24402,0.23,5218010.0
24403,0.23,5218010.0
24404,0.23,5218010.0
24405,0.23,5218010.0
24406,0.23,5218010.0
24407,0.23,5218010.0
24408,0.23,5218010.0
24409,0.23,5218010.0
24410,0.23,5218010.0
24411,0.23,5218010.0
24412,0.23,5218010.0
24413,0.23,5218010.0
24414,0.23,5218010.0
24415,0.23,5218010.0
24416,0.23,5218010.0
24417,0.23,5218010.0
24418,0.23,5218010.0
24419,0.23,5218010.0
24420,0.23,5218010.0
24421,0.23,5218010.0
24422,0.23,5218010.0
24423,0.23,5218010.0
24424,0.23,5218010.0
24425,0.23,5218010.0
24426,0.23,5218010.0
24427,0.23,5218010.0
24428,0.23,5218010.0
24429,0.23,5218010.0
24430,0.23,5218010.0
24431,0.23,5218010.0
24432,0.23,5218010.0
24433,0.23,5218010.0
24434,0.23,5218010.0
24435,0.23,5218010.0
24436,0.23,5218010.0
24437,0.23,5218010.0
24438,0.23,5218010.0
24439,0.23,5218010.0
24440,0.23,5218010.0
24441,0.23,5218010.0
24442,0.23,5218010.0
24443,0.23,5218010.0
24444,0.23,5218010.0
24445,0.23,5218010.0
24446,0.23,5218010.0
24447,0.23,5218010.0
24448,0.23,5218010.0
24449,0.23,5218010.0
24450,0.23,5218010.0
24451,0.23,5218010.0
24452,0.23,5218010.0
24453,0.23,5218010.0
24454,0.23,5218010.0
24455,0.23,5218010.0
24456,0.23,5218010.0
24457,0.23,5218010.0
24458,0.23,5218010.0
24459,0.23,5218010.0
24460,0.23,5218010.0
24461,0.23,5218010.0
24462,0.23,5218010.0
24463,0.23,5218010.0
24464,0.23,5218010.0
24465,0.23,5218010.0
24466,0.23,5218010.0
24467,0.23,5218010.0
24468,0.23,5218010.0
24469,0.23,5218010.0
24470,0.23,5218010.0
24471,0.23,5218010.0
24472,0.23,5218010.0
24473,0.23,5218010.0
24474,0.23,5218010.0
24475,0.23,5218010.0
24476,0.23,5218010.0
24477,0.23,5218010.0
24478,0.23,5218010.0
24479,0.23,5218010.0
24480,0.23,5218010.0
24481,0.23,5218010.0
24482,0.23,5218010.0
24483,0.23,5218010.0
24484,0.23,5218010.0
24485,0.23,5218010.0
24486,0.23,5218010.0
24487,0.23,5218010.0
24488,0.23,5218010.0
24489,0.23,5218010.0
24490,0.23,5218010.0
24491,0.23,5218010.0
24492,0.23,5218010.0
24493,0.23,5218010.0
24494,0.23,5218010.0
24495,0.23,5218010.0
24496,0.23,5218010.0
24497,0.23,5218010.0
24498,0.23,5218010.0
24499,0.23,5218010.0
24500,0.23,5218010.0
24501,0.23,5218010.0
24502,0.23,5218010.0
24503,0.23,5218010.0
24504,0.23,5218010.0
24505,0.23,5218010.0
24506,0.23,5218010.0
24507,0.23,5218010.0
24508,0.23,5218010.0
24509,0.23,5218010.0
24510,0.23,5218010.0
24511,0.23,5218010.0
24512,0.23,5218010.0
24513,0.23,5218010.0
24514,0.23,5218010.0
24515,0.23,5218010.0
24516,0.23,5218010.0
24517,0.23,5218010.0
24518,0.23,5218010.0
24519,0.23,5218010.0
24520,0.23,5218010.0
24521,0.23,5218010.0
24522,0.23,5218010.0
24523,0.23,5218010.0
24524,0.23,5218010.0
24525,0.23,5218010.0
24526,0.23,5218010.0
24527,0.23,5218010.0
24528,0.23,5218010.0
24529,0.23,5218010.0
24530,0.23,5218010.0
24531,0.23,5218010.0
24532,0.23,5218010.0
24533,0.23,5218010.0
24534,0.23,5218010.0
24535,0.23,5218010.0
24536,0.23,5218010.0
24537,0.23,5218010.0
24538,0.23,5218010.0
24539,0.23,5218010.0
24540,0.23,5218010.0
24541,0.23,5218010.0
24542,0.23,5218010.0
24543,0.23,5218010.0
24544,0.23,5218010.0
24545,0.23,5218010.0
24546,0.23,5218010.0
24547,0.23,5218010.0
24548,0.23,5218010.0
24549,0.23,5218010.0
24550,0.23,5218010.0
24551,0.23,5218010.0
24552,0.23,5218010.0
24553,0.23,5218010.0
24554,0.23,5218010.0
24555,0.23,5218010.0
24556,0.23,5218010.0
24557,0.23,5218010.0
24558,0.23,5218010.0
24559,0.23,5218010.0
24560,0.23,5218010.0
24561,0.23,5218010.0
24562,0.23,5218010.0
24563,0.23,5218010.0
24564,0.23,5218010.0
24565,0.23,5218010.0
24566,0.23,5218010.0
24567,0.23,5218010.0
24568,0.23,5218010.0
24569,0.23,5218010.0
24570,0.23,5218010.0
24571,0.23,5218010.0
24572,0.23,5218010.0
24573,0.23,5218010.0
24574,0.23,5218010.0
24575,0.23,5218010.0
24576,0.23,5218010.0
24577,0.23,5218010.0
24578,0.23,5218010.0
24579,0.23,5218010.0
24580,0.23,5218010.0
24581,0.23,5218010.0
24582,0.23,5218010.0
24583,0.23,5218010.0
24584,0.23,5218010.0
24585,0.23,5218010.0
24586,0.23,5218010.0
24587,0.23,5218010.0
24588,0.23,5218010.0
24589,0.23,5218010.0
24590,0.23,5218010.0
24591,0.23,5218010.0
24592,0.23,5218010.0
24593,0.23,5218010.0
24594,0.23,5218010.0
24595,0.23,5218010.0
24596,0.23,5218010.0
24597,0.23,5218010.0
24598,0.23,5218010.0
24599,0.23,5218010.0
24600,0.23,5218010.0
24601,0.23,5218010.0
24602,0.23,5218010.0
24603,0.23,5218010.0
24604,0.23,5218010.0
24605,0.23,5218010.0
24606,0.23,5218010.0
24607,0.23,5218010.0
24608,0.23,5218010.0
24609,0.23,5218010.0
24610,0.23,5218010.0
24611,0.23,5218010.0
24612,0.23,5218010.0
24613,0.23,5218010.0
24614,0.23,5218010.0
24615,0.23,5218010.0
24616,0.23,5218010.0
24617,0.23,5218010.0
24618,0.23,5218010.0
24619,0.23,5218010.0
24620,0.23,5218010.0
24621,0.23,5218010.0
24622,0.23,5218010.0
24623,0.23,5218010.0
24624,0.23,5218010.0
24625,0.23,5218010.0
24626,0.23,5218010.0
24627,0.23,5218010.0
24628,0.23,5218010.0
24629,0.23,5218010.0
24630,0.23,5218010.0
24631,0.23,5218010.0
24632,0.23,5218010.0
24633,0.23,5218010.0
24634,0.23,5218010.0
24635,0.23,5218010.0
24636,0.23,5218010.0
