puntos,comision,produccion
15554,0.23,3577420.0
15555,0.23,3577650.0
15556,0.23,3577880.0
15557,0.23,3578110.0
15558,0.23,3578340.0
15559,0.23,3578570.0
15560,0.23,3578800.0
15561,0.23,3579030.0
15562,0.23,3579260.0
15563,0.23,3579490.0
15564,0.23,3579720.0
15565,0.23,3579950.0
15566,0.23,3580180.0
15567,0.23,3580410.0
15568,0.23,3580640.0
15569,0.23,3580870.0
15570,0.23,3581100.0
15571,0.23,3581330.0
15572,0.23,3581560.0
15573,0.23,3581790.0
15574,0.23,3582020.0
15575,0.23,3582250.0
15576,0.23,3582480.0
15577,0.23,3582710.0
15578,0.23,3582940.0
15579,0.23,3583170.0
15580,0.23,3583400.0
15581,0.23,3583630.0
15582,0.23,3583860.0
15583,0.23,3584090.0
15584,0.23,3584320.0
15585,0.23,3584550.0
15586,0.23,3584780.0
15587,0.23,3585010.0
15588,0.23,3585240.0
15589,0.23,3585470.0
15590,0.23,3585700.0
15591,0.23,3585930.0
15592,0.23,3586160.0
15593,0.23,3586390.0
15594,0.23,3586620.0
15595,0.23,3586850.0
15596,0.23,3587080.0
15597,0.23,3587310.0
15598,0.23,3587540.0
15599,0.23,3587770.0
15600,0.23,3588000.0
15601,0.23,3588230.0
15602,0.23,3588460.0
15603,0.23,3588690.0
15604,0.23,3588920.0
15605,0.23,3589150.0
15606,0.23,3589380.0
15607,0.23,3589610.0
15608,0.23,3589840.0
15609,0.23,3590070.0
15610,0.23,3590300.0
15611,0.23,3590530.0
15612,0.23,3590760.0
15613,0.23,3590990.0
15614,0.23,3591220.0
15615,0.23,3591450.0
15616,0.23,3591680.0
15617,0.23,3591910.0
15618,0.23,3592140.0
15619,0.23,3592370.0
15620,0.23,3592600.0
15621,0.23,3592830.0
15622,0.23,3593060.0
15623,0.23,3593290.0
15624,0.23,3593520.0
15625,0.23,3593750.0
15626,0.23,3593980.0
15627,0.23,3594210.0
15628,0.23,3594440.0
15629,0.23,3594670.0
15630,0.23,3594900.0
15631,0.23,3595130.0
15632,0.23,3595360.0
15633,0.23,3595590.0
15634,0.23,3595820.0
15635,0.23,3596050.0
15636,0.23,3596280.0
15637,0.23,3596510.0
15638,0.23,3596740.0
15639,0.23,3596970.0
15640,0.23,3597200.0
15641,0.23,3597430.0
15642,0.23,3597660.0
15643,0.23,3597890.0
15644,0.23,3598120.0
15645,0.23,3598350.0
15646,0.23,3598580.0
15647,0.23,3598810.0
15648,0.23,3599040.0
15649,0.23,3599270.0
15650,0.23,3599500.0
15651,0.23,3599730.0
15652,0.23,3599960.0
15653,0.23,3600190.0
15654,0.23,3600420.0
15655,0.23,3600650.0
15656,0.23,3600880.0
15657,0.23,3601110.0
15658,0.23,3601340.0
15659,0.23,3601570.0
15660,0.23,3601800.0
15661,0.23,3602030.0
15662,0.23,3602260.0
15663,0.23,3602490.0
15664,0.23,3602720.0
15665,0.23,3602950.0
15666,0.23,3603180.0
15667,0.23,3603410.0
15668,0.23,3603640.0
15669,0.23,3603870.0
15670,0.23,3604100.0
15671,0.23,3604330.0
15672,0.23,3604560.0
15673,0.23,3604790.0
15674,0.23,3605020.0
15675,0.23,3605250.0
15676,0.23,3605480.0
15677,0.23,3605710.0
15678,0.23,3605940.0
15679,0.23,3606170.0
15680,0.23,3606400.0
15681,0.23,3606630.0
15682,0.23,3606860.0
15683,0.23,3607090.0
15684,0.23,3607320.0
15685,0.23,3607550.0
15686,0.23,3607780.0
15687,0.23,3608010.0
15688,0.23,3608240.0
15689,0.23,3608470.0
15690,0.23,3608700.0
15691,0.23,3608930.0
15692,0.23,3609160.0
15693,0.23,3609390.0
15694,0.23,3609620.0
15695,0.23,3609850.0
15696,0.23,3610080.0
15697,0.23,3610310.0
15698,0.23,3610540.0
15699,0.23,3610770.0
15700,0.23,3611000.0
15701,0.23,3611230.0
15702,0.23,3611460.0
15703,0.23,3611690.0
15704,0.23,3611920.0
15705,0.23,3612150.0
15706,0.23,3612380.0
15707,0.23,3612610.0
15708,0.23,3612840.0
15709,0.23,3613070.0
15710,0.23,3613300.0
15711,0.23,3613530.0
15712,0.23,3613760.0
15713,0.23,3613990.0
15714,0.23,3614220.0
15715,0.23,3614450.0
15716,0.23,3614680.0
15717,0.23,3614910.0
15718,0.23,3615140.0
15719,0.23,3615370.0
15720,0.23,3615600.0
15721,0.23,3615830.0
15722,0.23,3616060.0
15723,0.23,3616290.0
15724,0.23,3616520.0
15725,0.23,3616750.0
15726,0.23,3616980.0
15727,0.23,3617210.0
15728,0.23,3617440.0
15729,0.23,3617670.0
15730,0.23,3617900.0
15731,0.23,3618130.0
15732,0.23,3618360.0
15733,0.23,3618590.0
15734,0.23,3618820.0
15735,0.23,3619050.0
15736,0.23,3619280.0
15737,0.23,3619510.0
15738,0.23,3619740.0
15739,0.23,3619970.0
15740,0.23,3620200.0
15741,0.23,3620430.0
15742,0.23,3620660.0
15743,0.23,3620890.0
15744,0.23,3621120.0
15745,0.23,3621350.0
15746,0.23,3621580.0
15747,0.23,3621810.0
15748,0.23,3622040.0
15749,0.23,3622270.0
15750,0.23,3622500.0
15751,0.23,3622730.0
15752,0.23,3622960.0
15753,0.23,3623190.0
15754,0.23,3623420.0
15755,0.23,3623650.0
15756,0.23,3623880.0
15757,0.23,3624110.0
15758,0.23,3624340.0
15759,0.23,3624570.0
15760,0.23,3624800.0
15761,0.23,3625030.0
15762,0.23,3625260.0
15763,0.23,3625490.0
15764,0.23,3625720.0
15765,0.23,3625950.0
15766,0.23,3626180.0
15767,0.23,3626410.0
15768,0.23,3626640.0
15769,0.23,3626870.0
15770,0.23,3627100.0
15771,0.23,3627330.0
15772,0.23,3627560.0
15773,0.23,3627790.0
15774,0.23,3628020.0
15775,0.23,3628250.0
15776,0.23,3628480.0
15777,0.23,3628710.0
15778,0.23,3628940.0
15779,0.23,3629170.0
15780,0.23,3629400.0
15781,0.23,3629630.0
15782,0.23,3629860.0
15783,0.23,3630090.0
15784,0.23,3630320.0
15785,0.23,3630550.0
15786,0.23,3630780.0
15787,0.23,3631010.0
15788,0.23,3631240.0
15789,0.23,3631470.0
15790,0.23,3631700.0
15791,0.23,3631930.0
15792,0.23,3632160.0
15793,0.23,3632390.0
15794,0.23,3632620.0
15795,0.23,3632850.0
15796,0.23,3633080.0
15797,0.23,3633310.0
15798,0.23,3633540.0
15799,0.23,3633770.0
15800,0.23,3634000.0
15801,0.23,3634230.0
15802,0.23,3634460.0
15803,0.23,3634690.0
15804,0.23,3634920.0
15805,0.23,3635150.0
15806,0.23,3635380.0
15807,0.23,3635610.0
15808,0.23,3635840.0
15809,0.23,3636070.0
15810,0.23,3636300.0
15811,0.23,3636530.0
15812,0.23,3636760.0
15813,0.23,3636990.0
15814,0.23,3637220.0
15815,0.23,3637450.0
15816,0.23,3637680.0
15817,0.23,3637910.0
15818,0.23,3638140.0
15819,0.23,3638370.0
15820,0.23,3638600.0
15821,0.23,3638830.0
15822,0.23,3639060.0
15823,0.23,3639290.0
15824,0.23,3639520.0
15825,0.23,3639750.0
15826,0.23,3639980.0
15827,0.23,3640210.0
15828,0.23,3640440.0
15829,0.23,3640670.0
15830,0.23,3640900.0
15831,0.23,3641130.0
15832,0.23,3641360.0
15833,0.23,3641590.0
15834,0.23,3641820.0
15835,0.23,3642050.0
15836,0.23,3642280.0
15837,0.23,3642510.0
15838,0.23,3642740.0
15839,0.23,3642970.0
15840,0.23,3643200.0
15841,0.23,3643430.0
15842,0.23,3643660.0
15843,0.23,3643890.0
15844,0.23,3644120.0
15845,0.23,3644350.0
15846,0.23,3644580.0
15847,0.23,3644810.0
15848,0.23,3645040.0
15849,0.23,3645270.0
15850,0.23,3645500.0
15851,0.23,3645730.0
15852,0.23,3645960.0
15853,0.23,3646190.0
15854,0.23,3646420.0
15855,0.23,3646650.0
15856,0.23,3646880.0
15857,0.23,3647110.0
15858,0.23,3647340.0
15859,0.23,3647570.0
15860,0.23,3647800.0
15861,0.23,3648030.0
15862,0.23,3648260.0
15863,0.23,3648490.0
15864,0.23,3648720.0
15865,0.23,3648950.0
15866,0.23,3649180.0
15867,0.23,3649410.0
15868,0.23,3649640.0
15869,0.23,3649870.0
15870,0.23,3650100.0
15871,0.23,3650330.0
15872,0.23,3650560.0
15873,0.23,3650790.0
15874,0.23,3651020.0
15875,0.23,3651250.0
15876,0.23,3651480.0
15877,0.23,3651710.0
15878,0.23,3651940.0
15879,0.23,3652170.0
15880,0.23,3652400.0
15881,0.23,3652630.0
15882,0.23,3652860.0
15883,0.23,3653090.0
15884,0.23,3653320.0
15885,0.23,3653550.0
15886,0.23,3653780.0
15887,0.23,3654010.0
15888,0.23,3654240.0
15889,0.23,3654470.0
15890,0.23,3654700.0
15891,0.23,3654930.0
15892,0.23,3655160.0
15893,0.23,3655390.0
15894,0.23,3655620.0
15895,0.23,3655850.0
15896,0.23,3656080.0
15897,0.23,3656310.0
15898,0.23,3656540.0
15899,0.23,3656770.0
15900,0.23,3657000.0
15901,0.23,3657230.0
15902,0.23,3657460.0
15903,0.23,3657690.0
15904,0.23,3657920.0
15905,0.23,3658150.0
15906,0.23,3658380.0
15907,0.23,3658610.0
15908,0.23,3658840.0
15909,0.23,3659070.0
15910,0.23,3659300.0
15911,0.23,3659530.0
15912,0.23,3659760.0
15913,0.23,3659990.0
15914,0.23,3660220.0
15915,0.23,3660450.0
15916,0.23,3660680.0
15917,0.23,3660910.0
15918,0.23,3661140.0
15919,0.23,3661370.0
15920,0.23,3661600.0
15921,0.23,3661830.0
15922,0.23,3662060.0
15923,0.23,3662290.0
15924,0.23,3662520.0
15925,0.23,3662750.0
15926,0.23,3662980.0
15927,0.23,3663210.0
15928,0.23,3663440.0
15929,0.23,3663670.0
15930,0.23,3663900.0
15931,0.23,3664130.0
15932,0.23,3664360.0
15933,0.23,3664590.0
15934,0.23,3664820.0
15935,0.23,3665050.0
15936,0.23,3665280.0
15937,0.23,3665510.0
15938,0.23,3665740.0
15939,0.23,3665970.0
15940,0.23,3666200.0
15941,0.23,3666430.0
15942,0.23,3666660.0
15943,0.23,3666890.0
15944,0.23,3667120.0
15945,0.23,3667350.0
15946,0.23,3667580.0
15947,0.23,3667810.0
15948,0.23,3668040.0
15949,0.23,3668270.0
15950,0.23,3668500.0
15951,0.23,3668730.0
15952,0.23,3668960.0
15953,0.23,3669190.0
15954,0.23,3669420.0
15955,0.23,3669650.0
15956,0.23,3669880.0
15957,0.23,3670110.0
15958,0.23,3670340.0
15959,0.23,3670570.0
15960,0.23,3670800.0
15961,0.23,3671030.0
15962,0.23,3671260.0
15963,0.23,3671490.0
15964,0.23,3671720.0
15965,0.23,3671950.0
15966,0.23,3672180.0
15967,0.23,3672410.0
15968,0.23,3672640.0
15969,0.23,3672870.0
15970,0.23,3673100.0
15971,0.23,3673330.0
15972,0.23,3673560.0
15973,0.23,3673790.0
15974,0.23,3674020.0
15975,0.23,3674250.0
15976,0.23,3674480.0
15977,0.23,3674710.0
15978,0.23,3674940.0
15979,0.23,3675170.0
15980,0.23,3675400.0
15981,0.23,3675630.0
15982,0.23,3675860.0
15983,0.23,3676090.0
15984,0.23,3676320.0
15985,0.23,3676550.0
15986,0.23,3676780.0
15987,0.23,3677010.0
15988,0.23,3677240.0
15989,0.23,3677470.0
15990,0.23,3677700.0
15991,0.23,3677930.0
15992,0.23,3678160.0
15993,0.23,3678390.0
15994,0.23,3678620.0
15995,0.23,3678850.0
15996,0.23,3679080.0
15997,0.23,3679310.0
15998,0.23,3679540.0
15999,0.23,3679770.0
16000,0.23,3680000.0
16001,0.23,3680230.0
16002,0.23,3680460.0
16003,0.23,3680690.0
16004,0.23,3680920.0
16005,0.23,3681150.0
16006,0.23,3681380.0
16007,0.23,3681610.0
16008,0.23,3681840.0
16009,0.23,3682070.0
16010,0.23,3682300.0
16011,0.23,3682530.0
16012,0.23,3682760.0
16013,0.23,3682990.0
16014,0.23,3683220.0
16015,0.23,3683450.0
16016,0.23,3683680.0
16017,0.23,3683910.0
16018,0.23,3684140.0
16019,0.23,3684370.0
16020,0.23,3684600.0
16021,0.23,3684830.0
16022,0.23,3685060.0
16023,0.23,3685290.0
16024,0.23,3685520.0
16025,0.23,3685750.0
16026,0.23,3685980.0
16027,0.23,3686210.0
16028,0.23,3686440.0
16029,0.23,3686670.0
16030,0.23,3686900.0
16031,0.23,3687130.0
16032,0.23,3687360.0
16033,0.23,3687590.0
16034,0.23,3687820.0
16035,0.23,3688050.0
16036,0.23,3688280.0
16037,0.23,3688510.0
16038,0.23,3688740.0
16039,0.23,3688970.0
16040,0.23,3689200.0
16041,0.23,3689430.0
16042,0.23,3689660.0
16043,0.23,3689890.0
16044,0.23,3690120.0
16045,0.23,3690350.0
16046,0.23,3690580.0
16047,0.23,3690810.0
16048,0.23,3691040.0
16049,0.23,3691270.0
16050,0.23,3691500.0
16051,0.23,3691730.0
16052,0.23,3691960.0
16053,0.23,3692190.0
16054,0.23,3692420.0
16055,0.23,3692650.0
16056,0.23,3692880.0
16057,0.23,3693110.0
16058,0.23,3693340.0
16059,0.23,3693570.0
16060,0.23,3693800.0
16061,0.23,3694030.0
16062,0.23,3694260.0
16063,0.23,3694490.0
16064,0.23,3694720.0
16065,0.23,3694950.0
16066,0.23,3695180.0
16067,0.23,3695410.0
16068,0.23,3695640.0
16069,0.23,3695870.0
16070,0.23,3696100.0
16071,0.23,3696330.0
16072,0.23,3696560.0
16073,0.23,3696790.0
16074,0.23,3697020.0
16075,0.23,3697250.0
16076,0.23,3697480.0
16077,0.23,3697710.0
16078,0.23,3697940.0
16079,0.23,3698170.0
16080,0.23,3698400.0
16081,0.23,3698630.0
16082,0.23,3698860.0
16083,0.23,3699090.0
16084,0.23,3699320.0
16085,0.23,3699550.0
16086,0.23,3699780.0
16087,0.23,3700010.0
16088,0.23,3700240.0
16089,0.23,3700470.0
16090,0.23,3700700.0
16091,0.23,3700930.0
16092,0.23,3701160.0
16093,0.23,3701390.0
16094,0.23,3701620.0
16095,0.23,3701850.0
16096,0.23,3702080.0
16097,0.23,3702310.0
16098,0.23,3702540.0
16099,0.23,3702770.0
16100,0.23,3703000.0
16101,0.23,3703230.0
16102,0.23,3703460.0
16103,0.23,3703690.0
16104,0.23,3703920.0
16105,0.23,3704150.0
16106,0.23,3704380.0
16107,0.23,3704610.0
16108,0.23,3704840.0
16109,0.23,3705070.0
16110,0.23,3705300.0
16111,0.23,3705530.0
16112,0.23,3705760.0
16113,0.23,3705990.0
16114,0.23,3706220.0
16115,0.23,3706450.0
16116,0.23,3706680.0
16117,0.23,3706910.0
16118,0.23,3707140.0
16119,0.23,3707370.0
16120,0.23,3707600.0
16121,0.23,3707830.0
16122,0.23,3708060.0
16123,0.23,3708290.0
16124,0.23,3708520.0
16125,0.23,3708750.0
16126,0.23,3708980.0
16127,0.23,3709210.0
16128,0.23,3709440.0
16129,0.23,3709670.0
16130,0.23,3709900.0
16131,0.23,3710130.0
16132,0.23,3710360.0
16133,0.23,3710590.0
16134,0.23,3710820.0
16135,0.23,3711050.0
16136,0.23,3711280.0
16137,0.23,3711510.0
16138,0.23,3711740.0
16139,0.23,3711970.0
16140,0.23,3712200.0
16141,0.23,3712430.0
16142,0.23,3712660.0
16143,0.23,3712890.0
16144,0.23,3713120.0
16145,0.23,3713350.0
16146,0.23,3713580.0
16147,0.23,3713810.0
16148,0.23,3714040.0
16149,0.23,3714270.0
16150,0.23,3714500.0
16151,0.23,3714730.0
16152,0.23,3714960.0
16153,0.23,3715190.0
16154,0.23,3715420.0
16155,0.23,3715650.0
16156,0.23,3715880.0
16157,0.23,3716110.0
16158,0.23,3716340.0
16159,0.23,3716570.0
16160,0.23,3716800.0
16161,0.23,3717030.0
16162,0.23,3717260.0
16163,0.23,3717490.0
16164,0.23,3717720.0
16165,0.23,3717950.0
16166,0.23,3718180.0
16167,0.23,3718410.0
16168,0.23,3718640.0
16169,0.23,3718870.0
16170,0.23,3719100.0
16171,0.23,3719330.0
16172,0.23,3719560.0
16173,0.23,3719790.0
16174,0.23,3720020.0
16175,0.23,3720250.0
16176,0.23,3720480.0
16177,0.23,3720710.0
16178,0.23,3720940.0
16179,0.23,3721170.0
16180,0.23,3721400.0
16181,0.23,3721630.0
16182,0.23,3721860.0
16183,0.23,3722090.0
16184,0.23,3722320.0
16185,0.23,3722550.0
16186,0.23,3722780.0
16187,0.23,3723010.0
16188,0.23,3723240.0
16189,0.23,3723470.0
16190,0.23,3723700.0
16191,0.23,3723930.0
16192,0.23,3724160.0
16193,0.23,3724390.0
16194,0.23,3724620.0
16195,0.23,3724850.0
16196,0.23,3725080.0
16197,0.23,3725310.0
16198,0.23,3725540.0
16199,0.23,3725770.0
16200,0.23,3726000.0
16201,0.23,3726230.0
16202,0.23,3726460.0
16203,0.23,3726690.0
16204,0.23,3726920.0
16205,0.23,3727150.0
16206,0.23,3727380.0
16207,0.23,3727610.0
16208,0.23,3727840.0
16209,0.23,3728070.0
16210,0.23,3728300.0
16211,0.23,3728530.0
16212,0.23,3728760.0
16213,0.23,3728990.0
16214,0.23,3729220.0
16215,0.23,3729450.0
16216,0.23,3729680.0
16217,0.23,3729910.0
16218,0.23,3730140.0
16219,0.23,3730370.0
16220,0.23,3730600.0
16221,0.23,3730830.0
16222,0.23,3731060.0
16223,0.23,3731290.0
16224,0.23,3731520.0
16225,0.23,3731750.0
16226,0.23,3731980.0
16227,0.23,3732210.0
16228,0.23,3732440.0
16229,0.23,3732670.0
16230,0.23,3732900.0
16231,0.23,3733130.0
16232,0.23,3733360.0
16233,0.23,3733590.0
16234,0.23,3733820.0
16235,0.23,3734050.0
16236,0.23,3734280.0
16237,0.23,3734510.0
16238,0.23,3734740.0
16239,0.23,3734970.0
16240,0.23,3735200.0
16241,0.23,3735430.0
16242,0.23,3735660.0
16243,0.23,3735890.0
16244,0.23,3736120.0
16245,0.23,3736350.0
16246,0.23,3736580.0
16247,0.23,3736810.0
16248,0.23,3737040.0
16249,0.23,3737270.0
16250,0.23,3737500.0
16251,0.23,3737730.0
16252,0.23,3737960.0
16253,0.23,3738190.0
16254,0.23,3738420.0
16255,0.23,3738650.0
16256,0.23,3738880.0
16257,0.23,3739110.0
16258,0.23,3739340.0
16259,0.23,3739570.0
16260,0.23,3739800.0
16261,0.23,3740030.0
16262,0.23,3740260.0
16263,0.23,3740490.0
16264,0.23,3740720.0
16265,0.23,3740950.0
16266,0.23,3741180.0
16267,0.23,3741410.0
16268,0.23,3741640.0
16269,0.23,3741870.0
16270,0.23,3742100.0
16271,0.23,3742330.0
16272,0.23,3742560.0
16273,0.23,3742790.0
16274,0.23,3743020.0
16275,0.23,3743250.0
16276,0.23,3743480.0
16277,0.23,3743710.0
16278,0.23,3743940.0
16279,0.23,3744170.0
16280,0.23,3744400.0
16281,0.23,3744630.0
16282,0.23,3744860.0
16283,0.23,3745090.0
16284,0.23,3745320.0
16285,0.23,3745550.0
16286,0.23,3745780.0
16287,0.23,3746010.0
16288,0.23,3746240.0
16289,0.23,3746470.0
16290,0.23,3746700.0
16291,0.23,3746930.0
16292,0.23,3747160.0
16293,0.23,3747390.0
16294,0.23,3747620.0
16295,0.23,3747850.0
16296,0.23,3748080.0
16297,0.23,3748310.0
16298,0.23,3748540.0
16299,0.23,3748770.0
16300,0.23,3749000.0
16301,0.23,3749230.0
16302,0.23,3749460.0
16303,0.23,3749690.0
16304,0.23,3749920.0
16305,0.23,3750150.0
16306,0.23,3750380.0
16307,0.23,3750610.0
16308,0.23,3750840.0
16309,0.23,3751070.0
16310,0.23,3751300.0
16311,0.23,3751530.0
16312,0.23,3751760.0
16313,0.23,3751990.0
16314,0.23,3752220.0
16315,0.23,3752450.0
16316,0.23,3752680.0
16317,0.23,3752910.0
16318,0.23,3753140.0
16319,0.23,3753370.0
16320,0.23,3753600.0
16321,0.23,3753830.0
16322,0.23,3754060.0
16323,0.23,3754290.0
16324,0.23,3754520.0
16325,0.23,3754750.0
16326,0.23,3754980.0
16327,0.23,3755210.0
16328,0.23,3755440.0
16329,0.23,3755670.0
16330,0.23,3755900.0
16331,0.23,3756130.0
16332,0.23,3756360.0
16333,0.23,3756590.0
16334,0.23,3756820.0
16335,0.23,3757050.0
16336,0.23,3757280.0
16337,0.23,3757510.0
16338,0.23,3757740.0
16339,0.23,3757970.0
16340,0.23,3758200.0
16341,0.23,3758430.0
16342,0.23,3758660.0
16343,0.23,3758890.0
16344,0.23,3759120.0
16345,0.23,3759350.0
16346,0.23,3759580.0
16347,0.23,3759810.0
16348,0.23,3760040.0
16349,0.23,3760270.0
16350,0.23,3760500.0
16351,0.23,3760730.0
16352,0.23,3760960.0
16353,0.23,3761190.0
16354,0.23,3761420.0
16355,0.23,3761650.0
16356,0.23,3761880.0
16357,0.23,3762110.0
16358,0.23,3762340.0
16359,0.23,3762570.0
16360,0.23,3762800.0
16361,0.23,3763030.0
16362,0.23,3763260.0
16363,0.23,3763490.0
16364,0.23,3763720.0
16365,0.23,3763950.0
16366,0.23,3764180.0
16367,0.23,3764410.0
16368,0.23,3764640.0
16369,0.23,3764870.0
16370,0.23,3765100.0
16371,0.23,3765330.0
16372,0.23,3765560.0
16373,0.23,3765790.0
16374,0.23,3766020.0
16375,0.23,3766250.0
16376,0.23,3766480.0
16377,0.23,3766710.0
16378,0.23,3766940.0
16379,0.23,3767170.0
16380,0.23,3767400.0
16381,0.23,3767630.0
16382,0.23,3767860.0
16383,0.23,3768090.0
16384,0.23,3768320.0
16385,0.23,3768550.0
16386,0.23,3768780.0
16387,0.23,3769010.0
16388,0.23,3769240.0
16389,0.23,3769470.0
16390,0.23,3769700.0
16391,0.23,3769930.0
16392,0.23,3770160.0
16393,0.23,3770390.0
16394,0.23,3770620.0
16395,0.23,3770850.0
16396,0.23,3771080.0
16397,0.23,3771310.0
16398,0.23,3771540.0
16399,0.23,3771770.0
16400,0.23,3772000.0
16401,0.23,3772230.0
16402,0.23,3772460.0
16403,0.23,3772690.0
16404,0.23,3772920.0
16405,0.23,3773150.0
16406,0.23,3773380.0
16407,0.23,3773610.0
16408,0.23,3773840.0
16409,0.23,3774070.0
16410,0.23,3774300.0
16411,0.23,3774530.0
16412,0.23,3774760.0
16413,0.23,3774990.0
16414,0.23,3775220.0
16415,0.23,3775450.0
16416,0.23,3775680.0
16417,0.23,3775910.0
16418,0.23,3776140.0
16419,0.23,3776370.0
16420,0.23,3776600.0
16421,0.23,3776830.0
16422,0.23,3777060.0
16423,0.23,3777290.0
16424,0.23,3777520.0
16425,0.23,3777750.0
16426,0.23,3777980.0
16427,0.23,3778210.0
16428,0.23,3778440.0
16429,0.23,3778670.0
16430,0.23,3778900.0
16431,0.23,3779130.0
16432,0.23,3779360.0
16433,0.23,3779590.0
16434,0.23,3779820.0
16435,0.23,3780050.0
16436,0.23,3780280.0
16437,0.23,3780510.0
16438,0.23,3780740.0
16439,0.23,3780970.0
16440,0.23,3781200.0
16441,0.23,3781430.0
16442,0.23,3781660.0
16443,0.23,3781890.0
16444,0.23,3782120.0
16445,0.23,3782350.0
16446,0.23,3782580.0
16447,0.23,3782810.0
16448,0.23,3783040.0
16449,0.23,3783270.0
16450,0.23,3783500.0
16451,0.23,3783730.0
16452,0.23,3783960.0
16453,0.23,3784190.0
16454,0.23,3784420.0
16455,0.23,3784650.0
16456,0.23,3784880.0
16457,0.23,3785110.0
16458,0.23,3785340.0
16459,0.23,3785570.0
16460,0.23,3785800.0
16461,0.23,3786030.0
16462,0.23,3786260.0
16463,0.23,3786490.0
16464,0.23,3786720.0
16465,0.23,3786950.0
16466,0.23,3787180.0
16467,0.23,3787410.0
16468,0.23,3787640.0
16469,0.23,3787870.0
16470,0.23,3788100.0
16471,0.23,3788330.0
16472,0.23,3788560.0
16473,0.23,3788790.0
16474,0.23,3789020.0
16475,0.23,3789250.0
16476,0.23,3789480.0
16477,0.23,3789710.0
16478,0.23,3789940.0
16479,0.23,3790170.0
16480,0.23,3790400.0
16481,0.23,3790630.0
16482,0.23,3790860.0
16483,0.23,3791090.0
16484,0.23,3791320.0
16485,0.23,3791550.0
16486,0.23,3791780.0
16487,0.23,3792010.0
16488,0.23,3792240.0
16489,0.23,3792470.0
16490,0.23,3792700.0
16491,0.23,3792930.0
16492,0.23,3793160.0
16493,0.23,3793390.0
16494,0.23,3793620.0
16495,0.23,3793850.0
16496,0.23,3794080.0
16497,0.23,3794310.0
16498,0.23,3794540.0
16499,0.23,3794770.0
16500,0.23,3795000.0
16501,0.23,3795230.0
16502,0.23,3795460.0
16503,0.23,3795690.0
16504,0.23,3795920.0
16505,0.23,3796150.0
16506,0.23,3796380.0
16507,0.23,3796610.0
16508,0.23,3796840.0
16509,0.23,3797070.0
16510,0.23,3797300.0
16511,0.23,3797530.0
16512,0.23,3797760.0
16513,0.23,3797990.0
16514,0.23,3798220.0
16515,0.23,3798450.0
16516,0.23,3798680.0
16517,0.23,3798910.0
16518,0.23,3799140.0
16519,0.23,3799370.0
16520,0.23,3799600.0
16521,0.23,3799830.0
16522,0.23,3800060.0
16523,0.23,3800290.0
16524,0.23,3800520.0
16525,0.23,3800750.0
16526,0.23,3800980.0
16527,0.23,3801210.0
16528,0.23,3801440.0
16529,0.23,3801670.0
16530,0.23,3801900.0
16531,0.23,3802130.0
16532,0.23,3802360.0
16533,0.23,3802590.0
16534,0.23,3802820.0
16535,0.23,3803050.0
16536,0.23,3803280.0
16537,0.23,3803510.0
16538,0.23,3803740.0
16539,0.23,3803970.0
16540,0.23,3804200.0
16541,0.23,3804430.0
16542,0.23,3804660.0
16543,0.23,3804890.0
16544,0.23,3805120.0
16545,0.23,3805350.0
16546,0.23,3805580.0
16547,0.23,3805810.0
16548,0.23,3806040.0
16549,0.23,3806270.0
16550,0.23,3806500.0
16551,0.23,3806730.0
16552,0.23,3806960.0
16553,0.23,3807190.0
16554,0.23,3807420.0
16555,0.23,3807650.0
16556,0.23,3807880.0
16557,0.23,3808110.0
16558,0.23,3808340.0
16559,0.23,3808570.0
16560,0.23,3808800.0
16561,0.23,3809030.0
16562,0.23,3809260.0
16563,0.23,3809490.0
16564,0.23,3809720.0
16565,0.23,3809950.0
16566,0.23,3810180.0
16567,0.23,3810410.0
16568,0.23,3810640.0
16569,0.23,3810870.0
16570,0.23,3811100.0
16571,0.23,3811330.0
16572,0.23,3811560.0
16573,0.23,3811790.0
16574,0.23,3812020.0
16575,0.23,3812250.0
16576,0.23,3812480.0
16577,0.23,3812710.0
16578,0.23,3812940.0
16579,0.23,3813170.0
16580,0.23,3813400.0
16581,0.23,3813630.0
16582,0.23,3813860.0
16583,0.23,3814090.0
16584,0.23,3814320.0
16585,0.23,3814550.0
16586,0.23,3814780.0
16587,0.23,3815010.0
16588,0.23,3815240.0
16589,0.23,3815470.0
16590,0.23,3815700.0
16591,0.23,3815930.0
16592,0.23,3816160.0
16593,0.23,3816390.0
16594,0.23,3816620.0
16595,0.23,3816850.0
16596,0.23,3817080.0
16597,0.23,3817310.0
16598,0.23,3817540.0
16599,0.23,3817770.0
16600,0.23,3818000.0
16601,0.23,3818230.0
16602,0.23,3818460.0
16603,0.23,3818690.0
16604,0.23,3818920.0
16605,0.23,3819150.0
16606,0.23,3819380.0
16607,0.23,3819610.0
16608,0.23,3819840.0
16609,0.23,3820070.0
16610,0.23,3820300.0
16611,0.23,3820530.0
16612,0.23,3820760.0
16613,0.23,3820990.0
16614,0.23,3821220.0
16615,0.23,3821450.0
16616,0.23,3821680.0
16617,0.23,3821910.0
16618,0.23,3822140.0
16619,0.23,3822370.0
16620,0.23,3822600.0
16621,0.23,3822830.0
16622,0.23,3823060.0
16623,0.23,3823290.0
16624,0.23,3823520.0
16625,0.23,3823750.0
16626,0.23,3823980.0
16627,0.23,3824210.0
16628,0.23,3824440.0
16629,0.23,3824670.0
